Age Range,Download Dt,Name,Platform,Count Rides,Step,Users Count
18-24,12-08-2021,ride_accepted,android,5,3,1
18-24,02-10-2021,ride_accepted,android,5,3,1
18-24,15-10-2021,ride_accepted,android,5,3,1
18-24,27-12-2021,ride_accepted,android,5,3,1
18-24,15-01-2021,ride_accepted,android,6,3,1
18-24,26-01-2021,ride_accepted,android,6,3,1
18-24,04-05-2021,ride_accepted,android,6,3,1
18-24,13-05-2021,ride_accepted,android,6,3,1
18-24,20-05-2021,ride_accepted,android,6,3,1
18-24,30-05-2021,ride_accepted,android,6,3,1
18-24,25-06-2021,ride_accepted,android,6,3,1
18-24,16-07-2021,ride_accepted,android,6,3,1
18-24,13-08-2021,ride_accepted,android,6,3,1
18-24,14-10-2021,ride_accepted,android,6,3,1
18-24,19-11-2021,ride_accepted,android,6,3,1
18-24,12-04-2021,ride_accepted,android,7,3,1
18-24,17-08-2021,ride_accepted,android,7,3,1
18-24,03-06-2021,ride_accepted,android,9,3,1
18-24,27-08-2021,ride_accepted,android,9,3,1
18-24,03-07-2021,ride_accepted,android,21,3,1
18-24,09-02-2021,ride_accepted,android,22,3,1
18-24,08-05-2021,ride_accepted,android,23,3,1
18-24,06-09-2021,ride_accepted,android,24,3,1
18-24,30-08-2021,ride_accepted,android,25,3,1
18-24,11-01-2021,ride_accepted,android,26,3,1
18-24,18-11-2021,ride_accepted,android,27,3,1
18-24,28-02-2021,ride_accepted,android,28,3,1
18-24,18-03-2021,ride_accepted,android,29,3,1
18-24,14-05-2021,ride_accepted,android,29,3,1
18-24,07-10-2021,ride_accepted,android,29,3,1
18-24,24-06-2021,ride_accepted,android,30,3,1
18-24,18-07-2021,ride_accepted,android,30,3,1
18-24,01-08-2021,ride_accepted,android,30,3,1
18-24,23-08-2021,ride_accepted,android,30,3,1
18-24,02-11-2021,ride_accepted,android,30,3,1
18-24,09-12-2021,ride_accepted,android,30,3,1
18-24,15-02-2021,ride_accepted,android,31,3,1
18-24,17-02-2021,ride_accepted,android,31,3,1
18-24,02-03-2021,ride_accepted,android,31,3,1
18-24,25-09-2021,ride_accepted,android,31,3,1
18-24,28-12-2021,ride_accepted,android,31,3,1
18-24,24-04-2021,ride_accepted,android,33,3,1
18-24,09-06-2021,ride_accepted,android,33,3,1
18-24,20-06-2021,ride_accepted,android,33,3,1
18-24,28-06-2021,ride_accepted,android,34,3,1
18-24,21-08-2021,ride_accepted,android,34,3,1
18-24,11-04-2021,ride_accepted,android,35,3,1
18-24,28-04-2021,ride_accepted,android,35,3,1
18-24,19-05-2021,ride_accepted,android,36,3,1
18-24,30-11-2021,ride_accepted,android,36,3,1
18-24,22-12-2021,ride_accepted,android,36,3,1
18-24,31-12-2021,ride_accepted,android,36,3,1
18-24,12-02-2021,ride_accepted,android,37,3,1
18-24,16-05-2021,ride_accepted,android,37,3,1
18-24,13-09-2021,ride_accepted,android,37,3,1
18-24,08-10-2021,ride_accepted,android,37,3,1
18-24,16-06-2021,ride_accepted,android,38,3,1
18-24,14-01-2021,ride_accepted,android,39,3,1
18-24,04-02-2021,ride_accepted,android,39,3,1
18-24,12-06-2021,ride_accepted,android,39,3,1
18-24,26-07-2021,ride_accepted,android,39,3,1
18-24,03-04-2021,ride_accepted,android,40,3,1
18-24,28-07-2021,ride_accepted,android,40,3,1
18-24,18-10-2021,ride_accepted,android,40,3,1
18-24,02-12-2021,ride_accepted,android,40,3,1
18-24,21-03-2021,ride_accepted,android,41,3,1
18-24,08-07-2021,ride_accepted,android,41,3,1
18-24,01-11-2021,ride_accepted,android,41,3,1
18-24,07-12-2021,ride_accepted,android,41,3,1
18-24,06-02-2021,ride_accepted,android,42,3,1
18-24,14-04-2021,ride_accepted,android,42,3,1
18-24,04-07-2021,ride_accepted,android,42,3,1
18-24,04-01-2021,ride_accepted,android,43,3,1
18-24,07-04-2021,ride_accepted,android,44,3,1
18-24,25-12-2021,ride_accepted,android,45,3,1
18-24,24-05-2021,ride_accepted,android,48,3,1
18-24,13-12-2021,ride_accepted,android,48,3,1
18-24,05-01-2021,ride_accepted,android,50,3,1
18-24,06-01-2021,ride_accepted,android,50,3,1
18-24,16-08-2021,ride_accepted,android,50,3,1
18-24,22-03-2021,ride_accepted,android,5,3,2
18-24,29-01-2021,ride_accepted,android,6,3,2
18-24,03-02-2021,ride_accepted,android,6,3,2
18-24,12-09-2021,ride_accepted,android,6,3,2
18-24,24-10-2021,ride_accepted,android,6,3,2
18-24,02-07-2021,ride_accepted,android,7,3,2
18-24,20-10-2021,ride_accepted,android,7,3,2
18-24,23-09-2021,ride_accepted,android,8,3,2
18-24,01-09-2021,ride_accepted,android,9,3,2
18-24,21-09-2021,ride_accepted,android,9,3,2
18-24,01-12-2021,ride_accepted,android,9,3,2
18-24,10-02-2021,ride_accepted,android,10,3,2
18-24,31-03-2021,ride_accepted,android,10,3,2
18-24,27-11-2021,ride_accepted,android,11,3,2
18-24,26-04-2021,ride_accepted,android,30,3,2
18-24,03-10-2021,ride_accepted,android,31,3,2
18-24,30-10-2021,ride_accepted,android,31,3,2
18-24,22-11-2021,ride_accepted,android,31,3,2
18-24,14-02-2021,ride_accepted,android,32,3,2
18-24,07-09-2021,ride_accepted,android,32,3,2
18-24,09-10-2021,ride_accepted,android,33,3,2
18-24,19-08-2021,ride_accepted,android,34,3,2
18-24,03-08-2021,ride_accepted,android,35,3,2
18-24,02-01-2021,ride_accepted,android,36,3,2
18-24,13-06-2021,ride_accepted,android,36,3,2
18-24,15-09-2021,ride_accepted,android,36,3,2
18-24,03-12-2021,ride_accepted,android,36,3,2
18-24,21-01-2021,ride_accepted,android,37,3,2
18-24,27-04-2021,ride_accepted,android,37,3,2
18-24,12-07-2021,ride_accepted,android,37,3,2
18-24,20-12-2021,ride_accepted,android,38,3,2
18-24,10-06-2021,ride_accepted,android,39,3,2
18-24,12-01-2021,ride_accepted,android,41,3,2
18-24,29-06-2021,ride_accepted,android,41,3,2
18-24,20-02-2021,ride_accepted,android,42,3,2
18-24,25-02-2021,ride_accepted,android,42,3,2
18-24,26-02-2021,ride_accepted,android,42,3,2
18-24,17-04-2021,ride_accepted,android,44,3,2
18-24,08-06-2021,ride_accepted,android,44,3,2
18-24,13-07-2021,ride_accepted,android,45,3,2
18-24,01-07-2021,ride_accepted,android,46,3,2
18-24,13-10-2021,ride_accepted,android,46,3,2
18-24,13-11-2021,ride_accepted,android,48,3,2
18-24,08-12-2021,ride_accepted,android,50,3,2
18-24,09-04-2021,ride_accepted,android,53,3,2
18-24,09-09-2021,ride_accepted,android,53,3,2
18-24,13-04-2021,ride_accepted,android,54,3,2
18-24,23-11-2021,ride_accepted,android,59,3,2
18-24,28-05-2021,ride_accepted,android,67,3,2
18-24,19-07-2021,ride_accepted,android,67,3,2
18-24,10-07-2021,ride_accepted,android,69,3,2
18-24,18-05-2021,ride_accepted,android,72,3,2
18-24,13-02-2021,ride_accepted,android,73,3,2
18-24,23-05-2021,ride_accepted,android,73,3,2
18-24,31-07-2021,ride_accepted,android,76,3,2
18-24,07-05-2021,ride_accepted,android,77,3,2
18-24,30-03-2021,ride_accepted,android,78,3,2
18-24,22-07-2021,ride_accepted,android,78,3,2
18-24,04-09-2021,ride_accepted,android,82,3,2
18-24,10-10-2021,ride_accepted,android,82,3,2
18-24,23-10-2021,ride_accepted,android,87,3,2
18-24,09-03-2021,ride_accepted,android,12,3,3
18-24,26-03-2021,ride_accepted,android,12,3,3
18-24,24-11-2021,ride_accepted,android,14,3,3
18-24,21-12-2021,ride_accepted,android,16,3,3
18-24,17-12-2021,ride_accepted,android,20,3,3
18-24,08-01-2021,ride_accepted,android,36,3,3
18-24,09-01-2021,ride_accepted,android,39,3,3
18-24,28-09-2021,ride_accepted,android,39,3,3
18-24,30-12-2021,ride_accepted,android,40,3,3
18-24,15-11-2021,ride_accepted,android,41,3,3
18-24,21-06-2021,ride_accepted,android,44,3,3
18-24,19-01-2021,ride_accepted,android,45,3,3
18-24,17-03-2021,ride_accepted,android,47,3,3
18-24,20-07-2021,ride_accepted,android,48,3,3
18-24,16-04-2021,ride_accepted,android,54,3,3
18-24,26-09-2021,ride_accepted,android,57,3,3
18-24,18-06-2021,ride_accepted,android,58,3,3
18-24,07-02-2021,ride_accepted,android,63,3,3
18-24,20-01-2021,ride_accepted,android,65,3,3
18-24,29-09-2021,ride_accepted,android,73,3,3
18-24,22-09-2021,ride_accepted,android,74,3,3
18-24,18-01-2021,ride_accepted,android,75,3,3
18-24,22-04-2021,ride_accepted,android,76,3,3
18-24,22-10-2021,ride_accepted,android,77,3,3
18-24,27-02-2021,ride_accepted,android,79,3,3
18-24,14-11-2021,ride_accepted,android,85,3,3
18-24,07-06-2021,ride_accepted,android,96,3,3
18-24,21-02-2021,ride_accepted,android,102,3,3
18-24,09-08-2021,ride_accepted,android,103,3,3
18-24,11-11-2021,ride_accepted,android,111,3,3
18-24,07-07-2021,ride_accepted,android,117,3,3
18-24,05-06-2021,ride_accepted,android,119,3,3
18-24,31-01-2021,ride_accepted,android,37,3,4
18-24,17-06-2021,ride_accepted,android,53,3,4
18-24,02-09-2021,ride_accepted,android,60,3,4
18-24,02-05-2021,ride_accepted,android,83,3,4
18-24,26-12-2021,ride_accepted,android,85,3,4
18-24,27-10-2021,ride_accepted,android,95,3,4
18-24,16-01-2021,ride_accepted,android,100,3,4
18-24,17-07-2021,ride_accepted,android,118,3,4
18-24,22-06-2021,ride_accepted,android,133,3,4
18-24,03-07-2021,ride_completed,android,21,4,1
18-24,09-02-2021,ride_completed,android,22,4,1
18-24,08-05-2021,ride_completed,android,23,4,1
18-24,06-09-2021,ride_completed,android,24,4,1
18-24,30-08-2021,ride_completed,android,25,4,1
18-24,22-11-2021,ride_completed,android,25,4,1
18-24,11-01-2021,ride_completed,android,26,4,1
18-24,03-10-2021,ride_completed,android,27,4,1
18-24,30-10-2021,ride_completed,android,27,4,1
18-24,18-11-2021,ride_completed,android,27,4,1
18-24,31-01-2021,ride_completed,android,28,4,1
18-24,28-02-2021,ride_completed,android,28,4,1
18-24,26-04-2021,ride_completed,android,28,4,1
18-24,28-09-2021,ride_completed,android,28,4,1
18-24,14-02-2021,ride_completed,android,29,4,1
18-24,18-03-2021,ride_completed,android,29,4,1
18-24,14-05-2021,ride_completed,android,29,4,1
18-24,19-08-2021,ride_completed,android,29,4,1
18-24,07-09-2021,ride_completed,android,29,4,1
18-24,07-10-2021,ride_completed,android,29,4,1
18-24,09-10-2021,ride_completed,android,29,4,1
18-24,30-12-2021,ride_completed,android,29,4,1
18-24,08-01-2021,ride_completed,android,30,4,1
18-24,27-04-2021,ride_completed,android,30,4,1
18-24,13-06-2021,ride_completed,android,30,4,1
18-24,24-06-2021,ride_completed,android,30,4,1
18-24,18-07-2021,ride_completed,android,30,4,1
18-24,01-08-2021,ride_completed,android,30,4,1
18-24,23-08-2021,ride_completed,android,30,4,1
18-24,02-11-2021,ride_completed,android,30,4,1
18-24,09-12-2021,ride_completed,android,30,4,1
18-24,09-01-2021,ride_completed,android,31,4,1
18-24,15-02-2021,ride_completed,android,31,4,1
18-24,17-02-2021,ride_completed,android,31,4,1
18-24,02-03-2021,ride_completed,android,31,4,1
18-24,25-09-2021,ride_completed,android,31,4,1
18-24,20-12-2021,ride_completed,android,31,4,1
18-24,28-12-2021,ride_completed,android,31,4,1
18-24,12-07-2021,ride_completed,android,32,4,1
18-24,03-12-2021,ride_completed,android,32,4,1
18-24,24-04-2021,ride_completed,android,33,4,1
18-24,09-06-2021,ride_completed,android,33,4,1
18-24,20-06-2021,ride_completed,android,33,4,1
18-24,20-07-2021,ride_completed,android,33,4,1
18-24,03-08-2021,ride_completed,android,33,4,1
18-24,02-01-2021,ride_completed,android,34,4,1
18-24,17-03-2021,ride_completed,android,34,4,1
18-24,21-06-2021,ride_completed,android,34,4,1
18-24,28-06-2021,ride_completed,android,34,4,1
18-24,21-08-2021,ride_completed,android,34,4,1
18-24,15-09-2021,ride_completed,android,34,4,1
18-24,15-11-2021,ride_completed,android,34,4,1
18-24,12-01-2021,ride_completed,android,35,4,1
18-24,21-01-2021,ride_completed,android,35,4,1
18-24,11-04-2021,ride_completed,android,35,4,1
18-24,28-04-2021,ride_completed,android,35,4,1
18-24,20-02-2021,ride_completed,android,36,4,1
18-24,19-05-2021,ride_completed,android,36,4,1
18-24,02-09-2021,ride_completed,android,36,4,1
18-24,30-11-2021,ride_completed,android,36,4,1
18-24,22-12-2021,ride_completed,android,36,4,1
18-24,31-12-2021,ride_completed,android,36,4,1
18-24,12-02-2021,ride_completed,android,37,4,1
18-24,25-02-2021,ride_completed,android,37,4,1
18-24,16-05-2021,ride_completed,android,37,4,1
18-24,10-06-2021,ride_completed,android,37,4,1
18-24,13-09-2021,ride_completed,android,37,4,1
18-24,08-10-2021,ride_completed,android,37,4,1
18-24,13-11-2021,ride_completed,android,37,4,1
18-24,19-01-2021,ride_completed,android,38,4,1
18-24,16-06-2021,ride_completed,android,38,4,1
18-24,14-01-2021,ride_completed,android,39,4,1
18-24,04-02-2021,ride_completed,android,39,4,1
18-24,12-06-2021,ride_completed,android,39,4,1
18-24,29-06-2021,ride_completed,android,39,4,1
18-24,26-07-2021,ride_completed,android,39,4,1
18-24,26-02-2021,ride_completed,android,40,4,1
18-24,03-04-2021,ride_completed,android,40,4,1
18-24,17-04-2021,ride_completed,android,40,4,1
18-24,13-07-2021,ride_completed,android,40,4,1
18-24,28-07-2021,ride_completed,android,40,4,1
18-24,18-10-2021,ride_completed,android,40,4,1
18-24,02-12-2021,ride_completed,android,40,4,1
18-24,21-03-2021,ride_completed,android,41,4,1
18-24,08-07-2021,ride_completed,android,41,4,1
18-24,13-10-2021,ride_completed,android,41,4,1
18-24,01-11-2021,ride_completed,android,41,4,1
18-24,07-12-2021,ride_completed,android,41,4,1
18-24,06-02-2021,ride_completed,android,42,4,1
18-24,14-04-2021,ride_completed,android,42,4,1
18-24,08-06-2021,ride_completed,android,42,4,1
18-24,17-06-2021,ride_completed,android,42,4,1
18-24,01-07-2021,ride_completed,android,42,4,1
18-24,04-07-2021,ride_completed,android,42,4,1
18-24,04-01-2021,ride_completed,android,43,4,1
18-24,07-04-2021,ride_completed,android,44,4,1
18-24,08-12-2021,ride_completed,android,44,4,1
18-24,09-04-2021,ride_completed,android,45,4,1
18-24,25-12-2021,ride_completed,android,45,4,1
18-24,16-04-2021,ride_completed,android,46,4,1
18-24,24-05-2021,ride_completed,android,48,4,1
18-24,13-12-2021,ride_completed,android,48,4,1
18-24,05-01-2021,ride_completed,android,50,4,1
18-24,06-01-2021,ride_completed,android,50,4,1
18-24,16-08-2021,ride_completed,android,50,4,1
18-24,07-02-2021,ride_completed,android,52,4,1
18-24,18-06-2021,ride_completed,android,50,4,2
18-24,09-09-2021,ride_completed,android,53,4,2
18-24,13-04-2021,ride_completed,android,54,4,2
18-24,26-09-2021,ride_completed,android,56,4,2
18-24,23-11-2021,ride_completed,android,59,4,2
18-24,20-01-2021,ride_completed,android,62,4,2
18-24,28-05-2021,ride_completed,android,67,4,2
18-24,19-07-2021,ride_completed,android,67,4,2
18-24,22-09-2021,ride_completed,android,68,4,2
18-24,18-01-2021,ride_completed,android,69,4,2
18-24,10-07-2021,ride_completed,android,69,4,2
18-24,29-09-2021,ride_completed,android,71,4,2
18-24,22-04-2021,ride_completed,android,72,4,2
18-24,18-05-2021,ride_completed,android,72,4,2
18-24,13-02-2021,ride_completed,android,73,4,2
18-24,23-05-2021,ride_completed,android,73,4,2
18-24,22-10-2021,ride_completed,android,73,4,2
18-24,27-02-2021,ride_completed,android,75,4,2
18-24,31-07-2021,ride_completed,android,76,4,2
18-24,02-05-2021,ride_completed,android,77,4,2
18-24,07-05-2021,ride_completed,android,77,4,2
18-24,26-12-2021,ride_completed,android,77,4,2
18-24,30-03-2021,ride_completed,android,78,4,2
18-24,22-07-2021,ride_completed,android,78,4,2
18-24,14-11-2021,ride_completed,android,80,4,2
18-24,04-09-2021,ride_completed,android,82,4,2
18-24,10-10-2021,ride_completed,android,82,4,2
18-24,23-10-2021,ride_completed,android,87,4,2
18-24,27-10-2021,ride_completed,android,89,4,2
18-24,07-06-2021,ride_completed,android,94,4,2
18-24,16-01-2021,ride_completed,android,95,4,3
18-24,21-02-2021,ride_completed,android,102,4,3
18-24,09-08-2021,ride_completed,android,103,4,3
18-24,11-11-2021,ride_completed,android,111,4,3
18-24,07-07-2021,ride_completed,android,117,4,3
18-24,17-07-2021,ride_completed,android,117,4,3
18-24,05-06-2021,ride_completed,android,119,4,3
18-24,22-06-2021,ride_completed,android,133,4,4
18-24,03-07-2021,payment,android,19,5,1
18-24,09-02-2021,payment,android,22,5,1
18-24,08-05-2021,payment,android,22,5,1
18-24,06-09-2021,payment,android,22,5,1
18-24,30-08-2021,payment,android,23,5,1
18-24,22-11-2021,payment,android,23,5,1
18-24,11-01-2021,payment,android,24,5,1
18-24,07-10-2021,payment,android,24,5,1
18-24,31-01-2021,payment,android,26,5,1
18-24,03-10-2021,payment,android,26,5,1
18-24,09-10-2021,payment,android,26,5,1
18-24,30-10-2021,payment,android,26,5,1
18-24,30-12-2021,payment,android,26,5,1
18-24,18-03-2021,payment,android,27,5,1
18-24,14-05-2021,payment,android,27,5,1
18-24,28-09-2021,payment,android,27,5,1
18-24,18-11-2021,payment,android,27,5,1
18-24,03-12-2021,payment,android,27,5,1
18-24,28-02-2021,payment,android,28,5,1
18-24,26-04-2021,payment,android,28,5,1
18-24,24-06-2021,payment,android,28,5,1
18-24,19-08-2021,payment,android,28,5,1
18-24,23-08-2021,payment,android,28,5,1
18-24,02-11-2021,payment,android,28,5,1
18-24,09-12-2021,payment,android,28,5,1
18-24,08-01-2021,payment,android,29,5,1
18-24,14-02-2021,payment,android,29,5,1
18-24,15-02-2021,payment,android,29,5,1
18-24,27-04-2021,payment,android,29,5,1
18-24,12-07-2021,payment,android,29,5,1
18-24,07-09-2021,payment,android,29,5,1
18-24,20-12-2021,payment,android,29,5,1
18-24,09-01-2021,payment,android,30,5,1
18-24,17-02-2021,payment,android,30,5,1
18-24,13-06-2021,payment,android,30,5,1
18-24,18-07-2021,payment,android,30,5,1
18-24,01-08-2021,payment,android,30,5,1
18-24,28-12-2021,payment,android,30,5,1
18-24,02-03-2021,payment,android,31,5,1
18-24,20-06-2021,payment,android,31,5,1
18-24,25-09-2021,payment,android,31,5,1
18-24,24-04-2021,payment,android,32,5,1
18-24,20-07-2021,payment,android,32,5,1
18-24,03-08-2021,payment,android,32,5,1
18-24,21-08-2021,payment,android,32,5,1
18-24,13-09-2021,payment,android,32,5,1
18-24,15-09-2021,payment,android,32,5,1
18-24,11-04-2021,payment,android,33,5,1
18-24,09-06-2021,payment,android,33,5,1
18-24,21-06-2021,payment,android,33,5,1
18-24,28-06-2021,payment,android,33,5,1
18-24,15-11-2021,payment,android,33,5,1
18-24,02-01-2021,payment,android,34,5,1
18-24,12-01-2021,payment,android,34,5,1
18-24,20-02-2021,payment,android,34,5,1
18-24,17-03-2021,payment,android,34,5,1
18-24,19-05-2021,payment,android,34,5,1
18-24,02-09-2021,payment,android,34,5,1
18-24,30-11-2021,payment,android,34,5,1
18-24,31-12-2021,payment,android,34,5,1
18-24,21-01-2021,payment,android,35,5,1
18-24,28-04-2021,payment,android,35,5,1
18-24,08-10-2021,payment,android,35,5,1
18-24,22-12-2021,payment,android,35,5,1
18-24,19-01-2021,payment,android,36,5,1
18-24,12-02-2021,payment,android,36,5,1
18-24,26-02-2021,payment,android,36,5,1
18-24,10-06-2021,payment,android,36,5,1
18-24,25-02-2021,payment,android,37,5,1
18-24,16-05-2021,payment,android,37,5,1
18-24,12-06-2021,payment,android,37,5,1
18-24,16-06-2021,payment,android,37,5,1
18-24,18-10-2021,payment,android,37,5,1
18-24,13-11-2021,payment,android,37,5,1
18-24,02-12-2021,payment,android,37,5,1
18-24,07-12-2021,payment,android,37,5,1
18-24,04-02-2021,payment,android,38,5,1
18-24,21-03-2021,payment,android,38,5,1
18-24,03-04-2021,payment,android,38,5,1
18-24,29-06-2021,payment,android,38,5,1
18-24,01-11-2021,payment,android,38,5,1
18-24,14-01-2021,payment,android,39,5,1
18-24,13-07-2021,payment,android,39,5,1
18-24,26-07-2021,payment,android,39,5,1
18-24,28-07-2021,payment,android,39,5,1
18-24,13-10-2021,payment,android,39,5,1
18-24,06-02-2021,payment,android,40,5,1
18-24,07-04-2021,payment,android,40,5,1
18-24,17-04-2021,payment,android,40,5,1
18-24,17-06-2021,payment,android,40,5,1
18-24,01-07-2021,payment,android,40,5,1
18-24,08-07-2021,payment,android,40,5,1
18-24,08-12-2021,payment,android,40,5,1
18-24,04-01-2021,payment,android,41,5,1
18-24,14-04-2021,payment,android,41,5,1
18-24,04-07-2021,payment,android,41,5,1
18-24,09-04-2021,payment,android,42,5,1
18-24,08-06-2021,payment,android,42,5,1
18-24,25-12-2021,payment,android,42,5,1
18-24,05-01-2021,payment,android,45,5,1
18-24,13-12-2021,payment,android,45,5,1
18-24,16-04-2021,payment,android,46,5,1
18-24,24-05-2021,payment,android,46,5,1
18-24,16-08-2021,payment,android,46,5,1
18-24,06-01-2021,payment,android,48,5,1
18-24,07-02-2021,payment,android,50,5,1
18-24,18-06-2021,payment,android,46,5,2
18-24,09-09-2021,payment,android,49,5,2
18-24,13-04-2021,payment,android,51,5,2
18-24,26-09-2021,payment,android,54,5,2
18-24,23-11-2021,payment,android,59,5,2
18-24,20-01-2021,payment,android,61,5,2
18-24,19-07-2021,payment,android,62,5,2
18-24,29-09-2021,payment,android,63,5,2
18-24,28-05-2021,payment,android,64,5,2
18-24,22-09-2021,payment,android,64,5,2
18-24,18-01-2021,payment,android,65,5,2
18-24,13-02-2021,payment,android,65,5,2
18-24,18-05-2021,payment,android,65,5,2
18-24,10-07-2021,payment,android,66,5,2
18-24,23-05-2021,payment,android,68,5,2
18-24,22-10-2021,payment,android,68,5,2
18-24,22-04-2021,payment,android,69,5,2
18-24,31-07-2021,payment,android,72,5,2
18-24,27-02-2021,payment,android,74,5,2
18-24,30-03-2021,payment,android,74,5,2
18-24,02-05-2021,payment,android,74,5,2
18-24,07-05-2021,payment,android,74,5,2
18-24,26-12-2021,payment,android,74,5,2
18-24,22-07-2021,payment,android,76,5,2
18-24,04-09-2021,payment,android,79,5,2
18-24,10-10-2021,payment,android,79,5,2
18-24,14-11-2021,payment,android,80,5,2
18-24,23-10-2021,payment,android,82,5,2
18-24,27-10-2021,payment,android,87,5,2
18-24,07-06-2021,payment,android,88,5,2
18-24,16-01-2021,payment,android,87,5,3
18-24,21-02-2021,payment,android,100,5,3
18-24,09-08-2021,payment,android,100,5,3
18-24,11-11-2021,payment,android,108,5,3
18-24,17-07-2021,payment,android,111,5,3
18-24,07-07-2021,payment,android,113,5,3
18-24,05-06-2021,payment,android,116,5,3
18-24,22-06-2021,payment,android,123,5,4
18-24,03-07-2021,review,android,21,6,1
18-24,06-09-2021,review,android,24,6,1
18-24,22-11-2021,review,android,25,6,1
18-24,18-01-2021,review,android,27,6,1
18-24,03-10-2021,review,android,27,6,1
18-24,30-10-2021,review,android,27,6,1
18-24,18-11-2021,review,android,27,6,1
18-24,31-01-2021,review,android,28,6,1
18-24,26-04-2021,review,android,28,6,1
18-24,28-09-2021,review,android,28,6,1
18-24,14-02-2021,review,android,29,6,1
18-24,02-05-2021,review,android,29,6,1
18-24,14-05-2021,review,android,29,6,1
18-24,07-09-2021,review,android,29,6,1
18-24,07-10-2021,review,android,29,6,1
18-24,09-10-2021,review,android,29,6,1
18-24,20-01-2021,review,android,30,6,1
18-24,13-04-2021,review,android,30,6,1
18-24,27-04-2021,review,android,30,6,1
18-24,13-06-2021,review,android,30,6,1
18-24,24-06-2021,review,android,30,6,1
18-24,01-08-2021,review,android,30,6,1
18-24,02-11-2021,review,android,30,6,1
18-24,09-12-2021,review,android,30,6,1
18-24,09-01-2021,review,android,31,6,1
18-24,17-02-2021,review,android,31,6,1
18-24,25-09-2021,review,android,31,6,1
18-24,20-12-2021,review,android,31,6,1
18-24,28-12-2021,review,android,31,6,1
18-24,28-05-2021,review,android,32,6,1
18-24,12-07-2021,review,android,32,6,1
18-24,03-12-2021,review,android,32,6,1
18-24,09-06-2021,review,android,33,6,1
18-24,20-07-2021,review,android,33,6,1
18-24,03-08-2021,review,android,33,6,1
18-24,29-09-2021,review,android,33,6,1
18-24,23-11-2021,review,android,33,6,1
18-24,17-03-2021,review,android,34,6,1
18-24,21-06-2021,review,android,34,6,1
18-24,22-06-2021,review,android,34,6,1
18-24,28-06-2021,review,android,34,6,1
18-24,15-09-2021,review,android,34,6,1
18-24,15-11-2021,review,android,34,6,1
18-24,12-01-2021,review,android,35,6,1
18-24,16-01-2021,review,android,35,6,1
18-24,21-01-2021,review,android,35,6,1
18-24,23-05-2021,review,android,35,6,1
18-24,04-09-2021,review,android,35,6,1
18-24,20-02-2021,review,android,36,6,1
18-24,19-05-2021,review,android,36,6,1
18-24,10-07-2021,review,android,36,6,1
18-24,02-09-2021,review,android,36,6,1
18-24,22-12-2021,review,android,36,6,1
18-24,25-02-2021,review,android,37,6,1
18-24,16-05-2021,review,android,37,6,1
18-24,22-07-2021,review,android,37,6,1
18-24,13-09-2021,review,android,37,6,1
18-24,08-10-2021,review,android,37,6,1
18-24,16-06-2021,review,android,38,6,1
18-24,12-06-2021,review,android,39,6,1
18-24,29-06-2021,review,android,39,6,1
18-24,17-04-2021,review,android,40,6,1
18-24,13-07-2021,review,android,40,6,1
18-24,28-07-2021,review,android,40,6,1
18-24,22-10-2021,review,android,40,6,1
18-24,02-12-2021,review,android,40,6,1
18-24,21-03-2021,review,android,41,6,1
18-24,08-07-2021,review,android,41,6,1
18-24,13-10-2021,review,android,41,6,1
18-24,01-11-2021,review,android,41,6,1
18-24,06-02-2021,review,android,42,6,1
18-24,14-04-2021,review,android,42,6,1
18-24,07-06-2021,review,android,42,6,1
18-24,08-06-2021,review,android,42,6,1
18-24,17-06-2021,review,android,42,6,1
18-24,04-07-2021,review,android,42,6,1
18-24,04-01-2021,review,android,43,6,1
18-24,07-04-2021,review,android,44,6,1
18-24,10-10-2021,review,android,44,6,1
18-24,08-12-2021,review,android,44,6,1
18-24,25-12-2021,review,android,45,6,1
18-24,16-04-2021,review,android,46,6,1
18-24,24-05-2021,review,android,48,6,1
18-24,13-12-2021,review,android,48,6,1
18-24,05-01-2021,review,android,50,6,1
18-24,06-01-2021,review,android,50,6,1
18-24,16-08-2021,review,android,50,6,1
18-24,18-06-2021,review,android,50,6,2
18-24,09-09-2021,review,android,53,6,2
18-24,26-09-2021,review,android,56,6,2
18-24,17-07-2021,review,android,68,6,2
18-24,11-11-2021,review,android,69,6,2
18-24,21-02-2021,review,android,70,6,2
18-24,22-04-2021,review,android,72,6,2
18-24,13-02-2021,review,android,73,6,2
18-24,27-02-2021,review,android,75,6,2
18-24,31-07-2021,review,android,76,6,2
18-24,09-08-2021,review,android,76,6,2
18-24,07-05-2021,review,android,77,6,2
18-24,05-06-2021,review,android,77,6,2
18-24,26-12-2021,review,android,77,6,2
18-24,30-03-2021,review,android,78,6,2
18-24,14-11-2021,review,android,80,6,2
18-24,23-10-2021,review,android,87,6,2
18-24,27-10-2021,review,android,89,6,2
18-24,07-07-2021,review,android,117,6,3
25-34,02-01-2021,signup,android,0,1,1
25-34,03-01-2021,signup,android,0,1,1
25-34,05-01-2021,signup,android,0,1,1
25-34,09-01-2021,signup,android,0,1,1
25-34,11-01-2021,signup,android,0,1,1
25-34,23-01-2021,signup,android,0,1,1
25-34,26-01-2021,signup,android,0,1,1
25-34,08-02-2021,signup,android,0,1,1
25-34,10-02-2021,signup,android,0,1,1
25-34,22-02-2021,signup,android,0,1,1
25-34,24-02-2021,signup,android,0,1,1
